y_mm \ x_mm,-40.00,-39.00,-38.00,-37.00,-36.00,-35.00,-34.00,-33.00,-32.00,-31.00,-30.00,-29.00,-28.00,-27.00,-26.00,-25.00,-24.00,-23.00,-22.00,-21.00,-20.00,-19.00,-18.00,-17.00,-16.00,-15.00,-14.00,-13.00,-12.00,-11.00,-10.00,-9.00,-8.00,-7.00,-6.00,-5.00,-4.00,-3.00,-2.00,-1.00,0.00,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00,13.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00,26.00,27.00,28.00,29.00,30.00,31.00,32.00,33.00,34.00,35.00,36.00,37.00,38.00,39.00,40.00,41.00,42.00
26.00,0.0033,0.0053,0.0068,0.0079,0.0105,0.0146,0.0200,0.0267,0.0359,0.0477,0.0615,0.0774,0.0958,0.1166,0.1411,0.1694,0.2017,0.2379,0.2758,0.3152,0.3621,0.4163,0.4720,0.5292,0.5838,0.6357,0.6856,0.7336,0.7818,0.8301,0.8790,0.9283,0.9665,0.9938,1.0166,1.0349,1.0503,1.0629,1.0637,1.0532,1.0460,1.0422,1.0291,1.0070,0.9774,0.9406,0.9062,0.8740,0.8366,0.7941,0.7518,0.7097,0.6627,0.6108,0.5598,0.5096,0.4626,0.4187,0.3752,0.3320,0.2926,0.2569,0.2218,0.1872,0.1566,0.1299,0.1073,0.0886,0.0724,0.0587,0.0466,0.0362,0.0279,0.0218,0.0166,0.0123,0.0090,0.0067,0.0050,0.0040,0.0031,0.0021,0.0014
25.00,0.0040,0.0057,0.0075,0.0093,0.0128,0.0178,0.0241,0.0316,0.0424,0.0562,0.0715,0.0881,0.1082,0.1315,0.1602,0.1941,0.2319,0.2735,0.3176,0.3643,0.4171,0.4758,0.5361,0.5977,0.6598,0.7222,0.7814,0.8375,0.8920,0.9449,0.9964,1.0463,1.0881,1.1220,1.1492,1.1699,1.1874,1.2017,1.2049,1.1973,1.1898,1.1824,1.1638,1.1342,1.1018,1.0666,1.0302,0.9927,0.9518,0.9074,0.8613,0.8135,0.7620,0.7068,0.6518,0.5969,0.5434,0.4913,0.4406,0.3914,0.3459,0.3041,0.2634,0.2238,0.1881,0.1563,0.1286,0.1050,0.0850,0.0685,0.0545,0.0431,0.0335,0.0258,0.0195,0.0145,0.0106,0.0077,0.0056,0.0042,0.0030,0.0022,0.0015
24.00,0.0047,0.0062,0.0082,0.0107,0.0150,0.0209,0.0281,0.0366,0.0488,0.0647,0.0814,0.0988,0.1206,0.1465,0.1793,0.2189,0.2622,0.3090,0.3595,0.4134,0.4721,0.5354,0.6001,0.6662,0.7358,0.8087,0.8772,0.9415,1.0023,1.0598,1.1138,1.1643,1.2097,1.2501,1.2818,1.3050,1.3245,1.3405,1.3460,1.3414,1.3336,1.3227,1.2985,1.2614,1.2261,1.1925,1.1543,1.1115,1.0669,1.0206,0.9707,0.9172,0.8613,0.8028,0.7438,0.6842,0.6242,0.5638,0.5060,0.4507,0.3992,0.3513,0.3051,0.2605,0.2197,0.1826,0.1499,0.1215,0.0977,0.0783,0.0625,0.0500,0.0392,0.0299,0.0224,0.0168,0.0122,0.0088,0.0061,0.0043,0.0030,0.0023,0.0016
23.00,0.0053,0.0067,0.0089,0.0120,0.0171,0.0244,0.0328,0.0422,0.0548,0.0707,0.0899,0.1124,0.1392,0.1703,0.2077,0.2512,0.2978,0.3474,0.4036,0.4661,0.5323,0.6019,0.6728,0.7448,0.8198,0.8976,0.9710,1.0401,1.1047,1.1651,1.2243,1.2822,1.3338,1.3792,1.4135,1.4370,1.4570,1.4737,1.4801,1.4765,1.4699,1.4604,1.4360,1.3973,1.3595,1.3225,1.2853,1.2479,1.2009,1.1446,1.0881,1.0315,0.9731,0.9129,0.8484,0.7797,0.7135,0.6497,0.5869,0.5253,0.4643,0.4041,0.3493,0.2999,0.2543,0.2123,0.1754,0.1436,0.1164,0.0938,0.0751,0.0601,0.0467,0.0348,0.0258,0.0196,0.0145,0.0105,0.0074,0.0053,0.0037,0.0025,0.0018
22.00,0.0059,0.0073,0.0097,0.0132,0.0193,0.0280,0.0375,0.0478,0.0609,0.0767,0.0984,0.1260,0.1579,0.1941,0.2360,0.2834,0.3334,0.3858,0.4477,0.5188,0.5925,0.6685,0.7455,0.8234,0.9038,0.9866,1.0648,1.1386,1.2071,1.2705,1.3348,1.4001,1.4578,1.5084,1.5453,1.5690,1.5895,1.6070,1.6142,1.6116,1.6061,1.5980,1.5735,1.5332,1.4929,1.4525,1.4164,1.3844,1.3349,1.2685,1.2055,1.1458,1.0849,1.0229,0.9530,0.8753,0.8028,0.7355,0.6679,0.5998,0.5294,0.4568,0.3935,0.3394,0.2889,0.2419,0.2009,0.1657,0.1352,0.1093,0.0877,0.0703,0.0543,0.0398,0.0292,0.0225,0.0168,0.0123,0.0088,0.0063,0.0043,0.0028,0.0019
21.00,0.0070,0.0091,0.0127,0.0179,0.0246,0.0326,0.0429,0.0552,0.0701,0.0876,0.1115,0.1416,0.1766,0.2162,0.2624,0.3152,0.3723,0.4335,0.5015,0.5762,0.6532,0.7323,0.8145,0.8997,0.9887,1.0812,1.1676,1.2481,1.3210,1.3865,1.4529,1.5201,1.5782,1.6276,1.6688,1.7021,1.7209,1.7254,1.7290,1.7318,1.7264,1.7130,1.6913,1.6616,1.6273,1.5887,1.5513,1.5150,1.4624,1.3940,1.3292,1.2680,1.2040,1.1372,1.0638,0.9839,0.9058,0.8295,0.7544,0.6805,0.6050,0.5281,0.4568,0.3911,0.3327,0.2813,0.2352,0.1944,0.1586,0.1279,0.1019,0.0807,0.0622,0.0465,0.0345,0.0261,0.0194,0.0140,0.0101,0.0074,0.0053,0.0037,0.0025
20.00,0.0080,0.0109,0.0157,0.0225,0.0298,0.0373,0.0483,0.0627,0.0794,0.0986,0.1246,0.1573,0.1952,0.2382,0.2889,0.3470,0.4112,0.4811,0.5553,0.6336,0.7139,0.7960,0.8834,0.9760,1.0735,1.1757,1.2704,1.3575,1.4348,1.5025,1.5709,1.6400,1.6986,1.7468,1.7924,1.8354,1.8523,1.8437,1.8437,1.8520,1.8467,1.8280,1.8091,1.7900,1.7618,1.7249,1.6861,1.6456,1.5899,1.5195,1.4530,1.3903,1.3231,1.2514,1.1746,1.0926,1.0089,0.9234,0.8409,0.7612,0.6807,0.5993,0.5200,0.4429,0.3765,0.3207,0.2696,0.2230,0.1821,0.1465,0.1162,0.0911,0.0701,0.0531,0.0397,0.0298,0.0219,0.0158,0.0113,0.0085,0.0063,0.0045,0.0030
19.00,0.0083,0.0116,0.0164,0.0226,0.0301,0.0389,0.0513,0.0673,0.0865,0.1088,0.1387,0.1759,0.2169,0.2616,0.3168,0.3824,0.4523,0.5263,0.6056,0.6901,0.7788,0.8715,0.9672,1.0659,1.1621,1.2558,1.3511,1.4476,1.5324,1.6055,1.6741,1.7383,1.7989,1.8562,1.8998,1.9302,1.9458,1.9470,1.9532,1.9641,1.9605,1.9428,1.9207,1.8944,1.8651,1.8328,1.7959,1.7543,1.6999,1.6329,1.5679,1.5048,1.4385,1.3690,1.2905,1.2030,1.1140,1.0234,0.9342,0.8463,0.7585,0.6708,0.5861,0.5043,0.4306,0.3648,0.3055,0.2527,0.2060,0.1653,0.1314,0.1042,0.0807,0.0609,0.0451,0.0335,0.0246,0.0185,0.0137,0.0100,0.0071,0.0051,0.0035
18.00,0.0086,0.0124,0.0171,0.0227,0.0305,0.0404,0.0543,0.0720,0.0936,0.1191,0.1528,0.1945,0.2386,0.2849,0.3447,0.4178,0.4933,0.5714,0.6559,0.7467,0.8437,0.9470,1.0510,1.1558,1.2507,1.3359,1.4318,1.5378,1.6300,1.7086,1.7773,1.8365,1.8993,1.9656,2.0073,2.0250,2.0393,2.0504,2.0626,2.0762,2.0744,2.0576,2.0323,1.9988,1.9683,1.9408,1.9056,1.8631,1.8099,1.7463,1.6828,1.6193,1.5539,1.4866,1.4064,1.3135,1.2191,1.1234,1.0275,0.9315,0.8364,0.7423,0.6521,0.5657,0.4847,0.4088,0.3414,0.2824,0.2300,0.1840,0.1465,0.1173,0.0914,0.0686,0.0506,0.0372,0.0274,0.0213,0.0159,0.0115,0.0081,0.0057,0.0039
17.00,0.0098,0.0140,0.0194,0.0259,0.0346,0.0454,0.0604,0.0796,0.1039,0.1332,0.1693,0.2120,0.2603,0.3142,0.3780,0.4516,0.5332,0.6228,0.7129,0.8036,0.9067,1.0218,1.1320,1.2375,1.3376,1.4327,1.5269,1.6204,1.7106,1.7978,1.8692,1.9253,1.9803,2.0343,2.0733,2.0976,2.1162,2.1293,2.1414,2.1526,2.1514,2.1383,2.1164,2.0858,2.0575,2.0313,1.9960,1.9519,1.9071,1.8616,1.8052,1.7381,1.6697,1.6000,1.5175,1.4224,1.3262,1.2290,1.1269,1.0199,0.9161,0.8153,0.7192,0.6278,0.5407,0.4580,0.3839,0.3183,0.2602,0.2093,0.1657,0.1291,0.0993,0.0764,0.0576,0.0427,0.0313,0.0233,0.0173,0.0130,0.0095,0.0067,0.0046
16.00,0.0110,0.0155,0.0216,0.0290,0.0387,0.0504,0.0666,0.0871,0.1141,0.1472,0.1857,0.2294,0.2821,0.3435,0.4113,0.4854,0.5731,0.6741,0.7699,0.8605,0.9696,1.0966,1.2130,1.3191,1.4246,1.5294,1.6221,1.7029,1.7913,1.8870,1.9611,2.0141,2.0614,2.1031,2.1392,2.1702,2.1931,2.2083,2.2202,2.2289,2.2285,2.2192,2.2005,2.1729,2.1466,2.1217,2.0863,2.0407,2.0043,1.9770,1.9276,1.8568,1.7854,1.7135,1.6287,1.5313,1.4333,1.3346,1.2262,1.1083,0.9958,0.8884,0.7864,0.6898,0.5967,0.5072,0.4264,0.3542,0.2903,0.2346,0.1848,0.1408,0.1073,0.0843,0.0646,0.0482,0.0352,0.0254,0.0186,0.0145,0.0109,0.0077,0.0053
